명칭,지역,주소,위도,경도,전화번호,내용,비용,이미지주소
철박물관,충북 음성군,충청북도 음성군 감곡면 영산로 360,127.6493909,37.0908889,043-883-2321,"철 박물관은 철, 금속에 대한 다양한 소장품을 만나 볼 수 있는 철 소재의 박물관이다. 철 생산과 관련된 문화유산을 통해 지역과 공동체 문화의 함양에 이바지하고자 2000년 7월 21일에 개관하였다. 박물관은 문화와 자연이 어우러진 환경 속에 자료 수집, 학술 연구 및 지원, 교육과 문화 행사 등 관심 있는 전문가와 일반인이 모두 즐길 수 있는 다양한 활동을 하고 있다.
등록문화재인 전기로와 조선 후기 제철 유적을 관람할 수 있다. 소통, 상상, 환경을 핵심 비전으로 운영되고 있는 철 박물관에서는 금속을 이용한 다양한 체험 활동을 통해 새로운 경험을 할 수 있다. 철에 대한 새로운 가치와 우수성을 보다 쉽게 이해할 수 있는 문화공간이자 어른뿐만 아니라 아이들도 재미있게 즐길 수 있는 다양한 체험과 교육 프로그램이 마련되어 있는 곳이다."," [체험료]
호루라기 만들기 500원
병뚜껑자석 만들기 500원
곤충목걸이 만들기 1,000원(30분) / 2,000원(40분)
제철로모형 만들기 9,000원",https://www.kriss.re.kr/download/1414032318584.jpg
조동리선사유적박물관,충북 충주시,충청북도 충주시 동량면 조동1길 15,127.961834,37.0263963,043-850-3991,"충주 조동리 선사유적 박물관은 2005년 개관한 곳으로 집중호우로 인해 발견된 빗살무늬토기, 돌도끼 등 많은 석기 유물을 보존하고 소개하기 위한 곳이다. 지하 1층, 지상 2층 규모로 각종 토기류와 석기류 유물을 국가로부터 일부 대여받아 전시하고 있다.
1층에는 조동리 선사유적지, 한국의 선사문화, 조동리의 생활상 등을 볼 수 있는 생활문화실이 있다. 2층에는 벼의 기원과 진화, 한국의 농경, 조동리의 농경 생활을 살펴볼 수 있는 쌀 문화실과 영상 체험 전시실, 학예 연구실 등이 있다.",무료,https://image.mycelebs.com/travel/new/ho/395855_ho_1499102761.jpg
진천종박물관,충북 진천군, 충청북도 진천군 진천읍 백곡로 1504-12,127.4137142,36.8706549,"진천 종박물관 043-539-3847,8","진천종박물관은 한국 종의 연구, 수집, 전시, 보존은 물론 기획전시, 교육 및 다양한 활동 등을 통해 세계적으로 그 가치를 인정받은 한국 종의 예술적 가치와 우수성을 알리고자 2005년 9월 개관하였다. 또한 국내에서 가장 앞선 것으로 조사된 진천 석장리 고대 철생산 유적지가 있는 진천에 건립되어 그 의미가 깊다. 진천 석장리는 한국최초로 4세기대로 편년되는 고대제철로의 실례(實例)가 발견되었다는점을 들 때 금속공예의 제작도 가능하였음을 의미한다. 진천 인근 지역인 청주 운천동에서 통일신라시대 후기의 범종이 출토되었고, 고려시대의 용두사지 철당간도 남아있다.고대 유적 가운데 최대규모의 제철로를 소유했던 진천에 금속예술의 극치를 보여주는 범종의 문화를 기리는 종박물관의 건립은 필연적 인연이라 하겠다."," 진천 종박물관+ 생거판화미술관
성인(20~64세) 5,000원",https://www.jincheon.go.kr/upload/bbs/00000181/2016/1479878961959_Wdt4hwtzM7MVNqeLJCM7.jpg
공군박물관,충북 청주시, 충청북도 청주시 상당구 남일면 단재로 635,127.5251418,36.5823092,"정훈 공보실 043-290-6092 / 견학 문의 043-290-6118, 043-290-6116","공군 박물관은 국내 유일의 항공 군사 박물관으로 공군사관학교 내에 자리하고 있다. 우리나라 공군 및 공군사관학교의 발전사에 관계되는 자료를 수집·전시하고, 주요 군사 문화재를 전시함으로써 사관도 및 장병에게 긍지와 자부심을 갖게 하고 국민들에게 공군의 활약상을 널리 알리는 것을 목적으로 한다. 실내 전시실의 규모가 3,123.9m², 야외 항공기 전시장의 규모가 16,529m² 정도 된다.
공군 박물관의 전신은 1979년 서울 대방동에 공군사관학교가 있을 당시 문을 연 공군 기념관이었으나 1985년 12월 지금의 공사 캠퍼스로 이동하면서 명칭도 공군 박물관으로 변경됐다. 소장품은 4천3백여 점이며 이 가운데 1천2백여 점이 전시되고 있다.
1층은 공군의 태동기부터 현대기까지 역사를 볼 수 있으며 이희우 박사가 세계에서 수집하고 기증한 200여 점의 종이비행기 전시관과 영화관이 있다. 2층은 공군사관학교의 역사와 사관생도의 생활을 볼 수 있고 항공작전을 통제하고 영공을 24시간 감시하는 레이더 감시체제를 전시하는 방공관제를 시청각 자료로 관람할 수 있다. 야외 전시장은 공군이 최초로 보유한 L-4, L-5 항공기를 비롯한 총 30대 전시되어 있어 공군에 대해 알고 싶고 공군이 되고자 하는 청소년에게 체험의 장이 되고 있다.",무료,https://museumnews.kr/wp-content/uploads/2016/05/%EA%B3%B5%EA%B5%B0%EB%B0%95%EB%AC%BC%EA%B4%801.jpg
우리한글박물관,충북 충주시,충청북도 충주시 중앙탑면 가곡로 2077,127.858536,37.0749439,043-842-4955,"30년이상 한글에 대한 자료를 모아온 김상석 관장이 충청북도 충주시 중앙탑면에 위치한 우리한글박물관은 2009년에 문을 열고 여러분께 선조들의 숨결이 살아있는 한글 자료들을 전시하고 있습니다.
2013년 ‘한글 음식 방문전’ 이라는 특별전을 시작으로 2014년 특별전 ‘한글 고소설젼, 충주에서 만나다’, 2015년 특별전 ‘해주도자기, 한글을 노래하다.’로 찾아 뵙고 있습니다.
꾸준히 매년 특별전을 개최하여 양질의 유물을 여러분과 함께 하고자 합니다
","어른 : 5,000원 청소년·어린이 : 4,000원",https://img.hankyung.com/photo/202111/AKR20211115118400064_01_i_P4.jpg
불교천태중앙박물관,충북 단양군,충북 단양군 영춘면 백자길 9(백자리 65),128.4851924,37.0432196,(043)423-9103,"불교천태중앙박물관은 국제불교 문화권과의 교류를 활성화하고, 천태종과 연관된 역사 및 학술적 자료를 체계적으로 수집하고 보존하기 위해서 건립되었습니다. 이는 천태종에만 국한된 것이 아니라 범종파적인 불교박물관으로서 불교문화의 전승 및 발전에 기여하고 있습니다. 또한 대중이 참여할 수 있는 지역문화발전에 기여하고 있습니다. 불교천태중앙박물관은 2003년부터 공사을 시작하여 2013년에 개관되었습니다. 현재 명절연휴와 매주 월요일에 휴관하며 관람시간은 평일 오전 10시부터 오후 5시까지, 주말에는 오전 9시부터 오후 5시까지 문화재를 관람할 수 있으며 관람료는 무료입니다.",무료,https://cdn.daejonilbo.com/news/photo/201608/1228392_420209_722.jpg
국립공주박물관,충남 공주시,충청남도 공주시 관광단지길 34,127.112444,36.4657682,국립공주박물관 041-850-6300,"* 충청남도의 유물을 보관 전시하는 국립공주박물관 *
충청남도 공주시 웅진동에 있는 국립 박물관으로 공주를 비롯한 충청남도 지역에서 출토된 중요 유물을 보관·전시하고, 유적 발굴 조사와 해외 문화재 조사 등을 통한 학술 연구 활동을 수행하며, 지역민을 위한 다양한 문화 교육프로그램을 운영하는 평생 학습 기관으로서의 기능을 수행하기 위하여 건립되었다. 국립공주박물관은 대전·충남지역에서 출토된 국보 19점, 보물 3점 등 문화재 10,000여 점을 체계적인 방법으로 보관·관리하고 있다. 이 가운데 학술적 가치가 높은 중요 유물은 상설전시와 특별전시를 통해 관람객과 전문연구자들이 쉽게 살펴볼 수 있도록 하였고, 더불어 문화유적에 대한 발굴조사 및 연구를 수행하며 그 결과물을 발간한다. 이 밖에 열린문화공간이자 평생학습의 장으로서 국민들이 수준높은 문화 생활을 누릴 수 있도록 야외공연장·강당·세미나실 등을 갖추었다.

* 국립공주박물관의 역사 *
일제강점기 공주 지역의 백제 문화재를 보존하기 위해 만든 공주고적보존회를 모태로 1940년 공주사적현창회(公州史蹟顯彰會)를 결성하여 조선시대 관아 건물인 선화당(宣化堂)에서 박물관 사업을 시작하였다. 1946년 국립박물관 공주분관을 거쳐, 1975년 국립공주박물관으로 승격되었다. 발굴 문화재의 보존과 국민들에게 폭 넓은 문화 체험의 기회를 다양하게 제공하기 위해 2004년 5월 공주시 웅진동에 박물관 건물을 신축하여 이전하였다."," 무료 (단, 기획전시는 경우에 따라 유료 가능)
※ 무료 관람이라도 관람질서 유지 및 이용객 안전 등을 위해 '무료 관람권'을 발행하므로 표 받는 곳에서 무료 관람권을 발급받아 입장해야 한다.",https://www.gongju.go.kr/thumbnail/tursmCn/920_TUCN_202004141141584270.jpg
국립부여박물관,충남 부여군,충남 부여군 부여읍 금성로 5,126.9189991,36.2763865,(041) 833-8562,"국립부여박물관은 1929년 발족된 부여고적보존회를 시작으로 현재까지 약80여년에 이르는 깊은 역사를 간직하고 있으며, 충남 서부지역의 선사문화를 비롯하여 백제의 찬란한 문화를 꽃피웠던 사비시기(538~660) 백제문화의 연구와 조사, 보존에 중추적인 역할을 담당하고 있는 백제전문박물관이다.",무료,https://img2.yna.co.kr/etc/inner/KR/2022/08/31/AKR20220831133400063_01_i_P2.jpg
보령석탄박물관,충남 보령시,충청남도 보령시 성주면 성주산로 508,126.6527441,36.3261558,041-934-1902,"보령석탄박물관은 보령시 동부 성주산(676.7m) 남쪽, 옥마산(599m) 동쪽 자락에 있는 박물관이다. 1970~80년대 우리나라 산업 발전의 원동력은 석탄이었으며 보령 지역에서도 석탄이 활발히 채굴되었었다. 이 박물관은 이러한 보령 지역의 역사를 기리기 위해 만든 박물관으로 석탄의 기원부터 석탄 산업의 역사, 광부들의 생활까지 차근차근 살펴볼 수 있고, 복원된 갱도에 들어가 볼 수 있다. 야외전시장에는 탄광에서 희생된 사람들을 추모하는 희생자 위령탑이 세워져 있다.
보령석탄박물관은 국도 40호선을 통해 방문할 수 있으며, 서해안고속도로 대천IC, 무창포IC와 서천공주고속도로 서부여IC가 가깝다. 주변에는 옥마산 외에 성주산자연휴양림, 보령무궁화수목원, 개화예술공원, 보령시청소년수련관, 보령 성주사지 등이 있다."," [개인]
- 어른 2,000원 / 청소년, 군인 1,500원 / 어린이 1,000원
[단체(20인 이상)]
- 어른 1,500원 / 청소년, 군인 1,000원 / 어린이 500원
[보령시민]
- 50% 할인
[5세 이하, 65세 이상 / 국가유공자 / 장애인 / 보령시 다자녀가정 / 장기기증자 / 병역명문가 / 우수봉사자]
- 무료",https://minio.nculture.org/amsweb-opt/multimedia_assets/178/29223/8937/c/29223-medium-size.jpg
온양민속박물관,충남 아산시,충청남도 아산시 충무로 123 (권곡동),127.0069101,36.7914018,041-542-6001,"온양민속박물관은 우리나라 최초의 사립 민속박물관으로 우리 전통문화의 아름다움과 우수성을 알리기 위해 1978년 개관하였다. 전체 대지는 72,727㎡의 규모이며 이타미준의 국내 첫 번째 건축물인 구정 아트센터를 포함하여, 3개의 상설전시실, 1개의 특별전시실, 야외전시장 등으로 구성되어 있다. 옛 선조들의 지혜와 품격이 담긴 생활품 2만여 점을 소장하고 있으며, 전시 및 다양한 교육 체험 프로그램, 공연 등의 문화행사를 체험할 수 있다.","일반 8,000원/청소년 5,000원/초등학생·유치원 4,000원/경로·장애인·아산시민1,000원(신분증 소지자에 한함)",https://asset.blimp.space/space/fSUjFj/images/7e63a095-4054-4f68-ac01-549aeaad7faf.jpg
석장리박물관,충남 공주시,충청남도 공주시 금벽로 990,127.1885991,36.4476804,041-840-8924,"석장리 박물관은 충청남도 공주시에 있는 구석기 유물 박물관이다. 공주 지역의 구석기 문화의 역사적 가치를 지속적으로 보존하고 이를 발전적으로 계승하기 위하여 건립하였다. 2006년 9월 26일 박물관의 부대 시설을 완공하고 개관하였다.
석장리 박물관은 석장리 출토 유물의 전시와 구석기 문화에 대한 각종 교육과 학술 활동을 하고 있다. 또한 선사 문화 체험 등 학생들이 고대 문화에 대한 관심을 가질 수 있는 각종 프로그램을 개발하여 실시하고 있다. 전시는 상설 전시, 기획 전시, 야외 전시로 나누어 실시하고 있다. 선사시대를 총체적으로 이해할 수 있도록 전시관, 선사공원, 공주 석장리 구석기 유적, 체험 공간 등을 갖추고 있다."," 개인 - 일반 3,000원 / 청소년, 군인 2,000원 / 어린이 1,000원
단체 - 일반 2,500원 / 청소년, 군인 1,500원 / 어린이 500원
※ 단체 : 20인 이상 동시 입장의 경우
※ 관람료 면제
   - 공주시에 주소를 둔 자(신분증 소지자)
   - 공주온누리시민(온누리시민증소지자)
   - 국빈, 외교사절단, 국내외 자매결연 공공단체의 외빈과 그 수행자
   - 보호자를 동반한 6세 이하의 어린이
   - 65세 이상의 노인
   - 장애인, 1급~3급 장애인 보호자 1인
   - 국가보훈대상자(단, 상이등급 1급에 해당하는 경우 보조자1인 추가)
   - 공무수행자
   - 충남 다사랑 카드 소지자와 가구의 구성원 (신분증 소지한자)
   - 투표에 참여한 자(선거관리위원회기 발급한 투표확인증을 제출한 자, 당해 선거의 선거일 후 3개월까지 유효함) 
   - 그린카드소지자 본인

[통합관람권]
개인 - 일반 2,800원 / 청소년, 군인 1,800원 / 어린이 1,300원
단체 - 일반 2,500원 / 청소년, 군인 1,600원 / 어린이 1,100원
※ 통합관람권 : 무령왕릉, 공산성, 석장리박물관 관람 가능",https://www.jbnews.com/news/photo/201807/1211771_1012185_305.jpg
충청남도역사박물관,충남 공주시,충청남도 공주시 국고개길 24 (중동),127.1271662,36.4536898," 041-856-8608
","충청남도역사박물관은 2006년 9월 옛 국립공주박물관 자리에 개관한 충청인의 삶과 얼이 스며있는 박물관이다. 조선시대부터 근대와 현대까지의 유물을 전시하고 있으며 특히 2017년 유네스코 세계기록유산으로 등재된 조선통신사 기록물 [신미통신일록]과 조선의 마지막 통신사인 죽리 김이교 선생의 유물을 전시하고 있다.
매년 사라져가는 개인과 문중의 유물을 수집하고 정리하기 위해 우리문화유산찾기운동을 대대적으로 벌이고 있다. 또, 벚꽃 개화 시기에 맞추어 충남역사박물관 벚꽃축제, 충청감영 아카데미, 조선통신사 아카데미, 찾아가는 박물관 교실 등 다채로운 문화행사와 교육 프로그램을 열고 있다.",무료,https://www.daejeontoday.com/news/photo/202203/630948_263621_4824.jpg
백제군사박물관,충남 논산시,충청남도 논산시 부적면 충곡로 311-54,127.1813765,36.1923718, 041-746-8431,"백제군사박물관은 백제의 군사문화를 생생하게 체험할 수 있는 박물관이다. 논산은 백제 수도가 부여였던 시대에 수도의 서쪽 방위를 맡은 군사상 중요 거점이다. 백제군사박물관은 이러한 논산 지역의 특징을 활용하여 오천결사대를 이끌고 논산 황산벌에 나아가 장렬히 전사한 계백장군묘역 및 사당(충장사), 계백장군유적전승지, 황산벌전적지 주변 부지에 조성하였다. 이곳은 백제와 군사라는 성격을 부여하여 전시물을 구성, 백제시대의 유물은 물론 그 시대의 군사적 모습을 전시하는 등을 경험할 수 있다.
또한, 각종 전시회 및 공연이 열려 다양한 문화 예술의 공간으로서의 역할을 하고 있다. 겨울을 제외한 시기에는 야외 체험장에서 주말에 어린이들을 대상으로 국궁체험, 승마체험, 백제문화체험을 운영하고 있으며, 평일에는 단체 어린이들을 대상으로 충혼의 숲에서 숲 체험 예약 접수를 받고 있다. 그리고 2008년부터는 매년 4월 백제군사박물관 옆 충장사에서 계백 장군의 충절을 기리는 제향을 지내고 있다.",무료,https://blog.kakaocdn.net/dn/cobwmF/btrb7arEQ5q/IDGgLqFgh1CQMLbVKC5Xj1/img.jpg
백제문화체험박물관,충남 청양군,충청남도 청양군 대치면 장곡길 43-24,126.8456611,36.4058067,041-940-4871~3,"백제문화체험박물관은 백제시대 토기를 굽는 가마를 형상화하여 만들어졌다. 1,500년 전 백제가마터, 청기와, 최익현 유배도, 공자상 탁본, 황금복거북이와 같은 5대 명품과 금광체험관, 농경문화체험관, 1960년대 추억의 옛거리 전시관, 한상돈선생 기념관, 유상옥 기증실, 정승공원으로 구성돼있는 명품 박물관이다.
주말에는 토기 만들기, 나만의 컵 만들기, 백제의복 체험 등 다양한 체험을 즐길 수 있는 공간이다."," 개인 : 일반 2,000원, 청소년/군인 1,500원, 어린이 1,000원
단체 : 일반 1,500원, 청소년/군인 1,000원, 어린이 500원
※ 무료관람 : 6세이하 및 65세 이상, 국가유공자, 장애인 등
※ 단체는 20인 이상",https://blog.kakaocdn.net/dn/zBwv4/btqWUqpfP1y/H66DSsFeDwZ2EYq9rgi8dK/img.jpg
독립기념관,충남 천안시,충청남도 천안시 동남구 목천읍 독립기념관로 1 (목천읍),127.2264822,36.7812042,041-560-0114,독립기념관은 외침을 극복하고 민족의 자주와 독립을 지켜온 우리 민족의 국난극복사와 국가발전사에 관한 자료를 수집·보존·전시·조사·연구함으로써 민족문화의 정체성을 확립 하고 국민의 투철한 민족정신과 국가관을 정립하는데 이바지함을 목적으로 1987년 8월15일 온 국민의 정성어린 성금으로 건립되었다.," 무료

※ 태극열차 이용요금
- 청소년(8세이상),어른 1,000원
- 4세~8세, 경로(65세이상), 장애인보호자 1인, 국가유공자 유족 1인, 어린이집, 유치원 등(4세미만 단체) : 700원
- 4세미만,국가유공자,장애인 : 무료",https://mblogthumb-phinf.pstatic.net/MjAxOTA4MjhfMTMz/MDAxNTY2OTYwNDMwMTky.uZFqIPigwX9neYFmEGmreYN_nQc3Lua4Lc3XkVoBkxQg.aiqlhdOzMdkWvzlqr62GUMzOIPqdvJldhvOBHK6oH0Eg.JPEG.fastcheonan/01.jpg?type=w800
고남패총박물관,충남 태안군, 충청남도 태안군 고남면 안면대로 4270-6,126.4100557,36.4203032,041-670-2337,"고남패총박물관은 신석기시대를 대표하는 패총의 역사를 한눈에 볼 수 있는 박물관이다. 멀리 서해 갯벌이 내려다보이는 태안군 고남면 고남리에 자리 잡고 있다.
패총은 석기시대 사람들이 먹고 버린 조개껍데기가 쌓여 만들어진 유적으로 그 시대의 생활상을 엿볼 수 있는 중요한 곳이다. 이 박물관에는 패총에서 발견된 신석기시대의 빗살무늬토기, 청동기시대의 민무늬토기와 석기 등 선사시대 유물 470여 점이 전시되어 있으며, 디오라마를 통하여 더욱 실감 나게 보여준다."," [개인] 일반 1,200원 / 어린이(7~13세) 700원 [단체(20인 이상)] 일반 1,000원 / 어린이 500원 ※ 문화가 있는 날(매월 마지막주 수요일) 무료",https://img2.yna.co.kr/etc/inner/KR/2022/01/17/AKR20220117050600063_01_i_P4.jpg
우정박물관,충남 천안시,"충청남도 천안시 동남구 양지말1길 11-14(유량동, 우정공무원교육원)",127.188887,36.813714,041-560-5900,"국내 통신의 역사를 한눈에 살펴볼 수 있는 우정박물관은 한국 최초의 우표를 비롯해 한국 우정에 관한 각종 역사적 자료는 물론 세계 각국의 우표와 우정에 관한 사료들을 모두 전시하고 있어 우편제도에 관한 모든 것을 알 수 있는 곳이다. 1938년 ""체신박물관""이라는 이름으로 서울에서 문을 열었고, 1985년 ""우정박물관"" 이름으로 개관, 2004년 우정공무원교육원 내에 자리를 잡아 현재에 이르고 있다.",무료,https://mblogthumb-phinf.pstatic.net/20160824_125/kjcim2_14720033599660f8yf_JPEG/16-08-23-13-15-38-151_photo.jpg?type=w800
씨큐리움,충남 서천군,충청남도 서천군 장항읍 장산로 101번길 75,126.6700617,36.0171475,041-950-0600,"바다와 삼면을 공유하는 우리나라는 해양생물 산업화에 최적의 조건을 갖췄다. 충남 서천에 있는 국립해양생물자원관은 잠재력이 무한한 해양생물 자원의 효율적인 보전과 국가 자산화를 목표로 2015년 개관했다. 조사와 연구, 교육 시설은 물론 7500점이 넘는 표본으로 해양생물에 대한 궁금증을 풀어줄 씨큐리움도 갖췄다. 씨큐리움은 국내 유일한 해양생물 전문 박물관으로, 바다(Sea)와 질문(Question), 공간(Rium)을 뜻하는 단어를 조합해 지은 이름이다.","어른 : 3,000원 / 청소년 : 2,000원 / 어린이 : 1,000원",https://www.mabik.re.kr/images/kor/sub06/mabik_facility_full.jpg
정림사지박물관,충남 부여군,충청남도 부여군 부여읍 정림로 83,126.9149341,36.2791692,041-832-2721,"2006년 9월 29일 개관한 정림사지박물관은 백제사비시기 불교와 그 중심에 있었던 정림사를 주제로 백제 불교문화를 재조명하고 올바른 역사인식을 고취시키고자 건립되었습니다.

 

박물관의 건물형태는 불교의 상징인 ""卍“자 모양으로 중앙홀을 중심으로 진입로, 전시실, 관리실 등이 사방으로 뻗은 날개 모양으로 상호 연계하여 박물관을 구성하고 있습니다.

 

백제시대 중 가장 화려했던 사비시기의 불교유적 등 백제의 꿈과 땀이 담긴 정림사지박물관을 방문하여 직접 느껴 보시기 바랍니다.","어른 : 1,500원 / 청소년 : 900원 / 어린이 : 700원",https://img4.yna.co.kr/etc/inner/KR/2021/08/25/AKR20210825072000063_01_i_P4.jpg
영인산산림박물관,충남 아산시,충청남도 아산시 염치읍 아산온천로 16-30,126.9407723,36.8431251,041-538-1942,"영인산산림박물관은 영인산자연휴양림 내 산림에 관한 자료 수집과 교육, 산림문화 창달을 통한 산림문화 현장학습장의 역할과 전시 및 연구를 목적으로 건립되었다. 본관은 예술, 놀이, 체험, 교육 등 다양한 분야에서 자연과 숲을 접하고 이해하도록 하였으며, 별관은 상상과 치유의 숲 개념을 도입하여 구성하였다. 영인산산림박물관은 산림문화를 보존, 전파하여 시민에게 산림의 소중함을 다시 인식할 기회를 제공하고, 일상에 지친 현대인들에게 숲을 통한 휴식과 치유를 제공하는 신개념 산림박물관이다.","개인 - 성인 : 2000원 / 청소년,군인 : 1500원 / 어린이 : 1000원",https://www.much.go.kr/cooperation/images/asan_introimg.jpg
기지시줄다리기박물관,충남 당진시,충청남도 당진시 송악읍 안틀모시길 11,126.6947656,36.8962504,041-350-4916,"충청남도 당진시에 위치해있는 기지시줄다리기박물관은 줄다리기를 테마로 조성한 곳으로, 줄다리기에 대한 다양한 이야기와 유물 등이 전시되어 있습니다. 더불어 우리나라뿐만 아니라 세계의 줄다리기에 대해서도 학습해 볼 수 있습니다.",무료,https://www.dangjin.go.kr/uloads_clone/tursmCn/920_TUCN_202109281150325892.JPG
한국자연사박물관,충남 공주시,충청남도 공주시 반포면 임금봉길 49-25,127.2450243,36.366284,042-824-4055,"한국자연사박물관은 자연 경관이 아름답기로 유명한 계룡산 국립공원 자락에 있으며, 국내 최대 규모와 최다의 소장품을 자랑하는 교육과 체험의 명소이다. 직접투자, 발굴에 참여한 청운이라 불리는 천우호연사우르스청운엔시스 공룡의 실물 화석과 계룡산 특산식물 동물, 곤충, 자연사 관련 자료 등을 수집, 보존 및 전시 연구를 하고 있다.

고(故) 이기석 설립자는 의술을 펼치면서 교육의 터를 닦고 어려운 이웃에 헌신하며 살다간 이 시대의 거울이다. 언제나 미소를 잃지 않고 많은 사람들에게 빛과 희망을 안겨준 이기석 박사는 ‘노벨상은 자연사 박물관의 수에 비례한다’는 신념으로 자라나는 과학도들에게 꿈을 키워주고자 80평생 모은 힘과 열정을 박물관에 아낌없이 쏟아부었다.

* 자연 학습의 장으로 탈바꿈 중인 박물관 *
한국자연사박물관은 소중한 자연사의 자료를 수집하여 연구·보전하고 이를 전시함으로써 문화와 과학, 자연과 인간이 함께 공존함을 자연스럽게 이해하도록 하여 자연 과학에 대한 문화 교육을 학습할 수 있는 공간이 되고자 한다.
유치원, 초·중·고등학생들에게 자연과 함께하는 친환경적인 심신 수련의 공간을 제공하고 호기심 및 자연 과학에 대한 탐구심을 불러일으켜 자연 과학 분야에서 최고의 과학자가 될 수 있도록 하고 있다. 한국자연사박물관은 웅대한 꿈을 키우게 하고 과학에 대해 자연스럽고 재미있게 배우도록 하여 과학의 일반 대중화와 확산을 꾀하고 있다."," 개인 - 어른 9,000원 / 초중고 6,000원
24개월 이상 4,000원 / 군경, 장애인, 65세 이상 국가유공자 7,000원",https://weekly.chosun.com/news/photo/201509/8942_1.jpg
합덕수리민속박물관,충남 당진시,충청남도 당진시 합덕읍 덕평로 379-9,126.7839467,36.7938765,041-350-4931,"합덕수리민속박물관은 당진시 합덕읍 내포평야의 중심에 있는 박물관으로 조선 3대 저수지 중 하나였던 합덕제를 기념하기 위하여 건립되었다. 이곳은 지금은 거의 사라진 수리농경문화를 이해하고, 선조들의 지혜를 느껴볼 수 있는 여러 종류의 체험시설을 갖추고 있다. 미니어처를 통해 합덕방죽과 구만리보의 축조 과정을 쉽게 이해할 수 있도록 꾸며져 있으며 튼튼한 제방을 만들기 위해 짚과 나뭇가지와 점토를 30cm 두께로 번갈아 가며 12m 높이까지 쌓아 올린 우리 조상들의 지혜를 엿볼 수 있다.
야외에는 다양한 농경문화를 체험할 수 있는 체험장이 마련되어 있다. 각 체험장에서는 굴렁쇠 굴리기, 가마타기, 지게지기, 디딜방아 찧기 등 농경문화를 직접 체험할 수 있다. 또한 겨울을 제외한 계절에는 멍석짜기, 맷돌체험, 물레방아, 용두레, 허수아비 제작 등 다양한 체험이 가능하다.
합덕수리민속박물관은 국도 32호선, 40호선, 지방도 70호선, 622호선에서 남부로, 덕평로 등을 통해 방문할 수 있으며, 당진영덕고속도로 고덕IC, 서해안고속도로 당진IC가 가깝다. 대중교통은 합덕버스터미널을 이용할 수 있다. 주변에는 솔뫼성지, 합덕제수변공원, 합덕성당 등이 있다.",무료,https://img1.yna.co.kr/etc/inner/KR/2020/07/24/AKR20200724039000063_01_i_P4.jpg
안면도 쥬라기 박물관,충남 태안군,충청남도 태안군 남면 곰섬로 37-20,126.3105556,36.6091667,041-674-5660,"충남 태안군 남면에 위치한 안면도 쥬라기박물관은 국내 최대의 공룡 화석 진품을 보유한 자연사박물관이다. 2011년 7월 5일 개관하여 연평균 20만명의 관람객이 방문하는 서해안의 대표 공룡박물관이다. 주요 전시물은 공룡을 포함한 자연사 관련 표본으로 미국의 모리슨 층에서 발굴 중인 디플로도쿠스와 공룡인 수우와세아골격, 아르헨티나의 글렌 로커 박사가 세계 최초로 발견한 티라노사우루스의 알, 기타 여러 공룡의 골격 등이 있다.
이밖에 박물관 부지 내 AR과 VR 체험관, 천문과학관 등이 있고 별관인 쥬라기별빛쉼터는 자연 친화형 펜션으로 야외수영장, 바비큐장, 미니정원 등을 조성하여 운영하고 있다.","성인 12,000원 / 청소년 10,000원 / 어린이 9,000원",https://tong.visitkorea.or.kr/cms/resource/57/1892257_image2_1.jpg
한국고건축박물관,충남 예산군,충청남도 예산군 덕산면 홍덕서로 543,126.6107165,36.6325574,041-337-5877,"한국고건축박물관은 전통문화를 계승, 발전시키려는 목적으로 설립된 박물관이다. 1998년에 개관하였으며 우리나라 곳곳에 있는 각종 궁궐, 사찰, 탑 등 국보, 보물로 지정된 고건축물을 1/10, 1/5로 축소한 모형을 전시하였다. 정밀한 모형을 통해 그 형태나 특징을 한눈에 볼 수 있도록 제작한 것이 특징이다. 그 외에도 고건축 제작에 사용되었던 연장(공구) 등이 전시되어 있다. 시설은 제1전시관, 제2전시관, 사진전시실, 연구동, 팔각정 등 10여 채의 한옥 건물로 구성되어 있다. 한국고건축박물관은 한국건축 발달사를 한자리에서 견학, 연구, 계승하고 있으며, 더 나아가 선조들의 정신문화를 계승하고 후학들을 위해 우리 건축문화교육의 장으로 활용되고 있다.
주변에는 덕숭산, 수덕사 외에 용봉산, 용봉산자연휴양림, 홍성 홍주읍성 등이 있어 연계하여 관광할 수 있다.",무료,https://tong.visitkorea.or.kr/cms/resource/53/2645153_image2_1.jpg
