명칭,지역,주소,위도,경도,전화번호,내용,비용,이미지주소,카테고리,,,
삼년산성,충북 보은군,충청북도 보은군 보은읍 성주1길 104,36.4884594,127.7423303,043-542-3384,"충북 보은군 보은읍 성주 1길 104에는 신라시대 산성인 삼년산성이 있다. 둘레 1.7km, 넓이 8~10m, 높이 13~20m 규모의 삼년산성은 난공불락의 요새다. 성벽 아래에 서면 정육각형 벽돌로 깎아 쌓은 정교한 솜씨와 높고 튼튼한 기품에 압도된다. 삼년산성이라는 이름은 성을 쌓는 데 3년이 걸렸기 때문이라고도 하고, 삼국시대 보은의 지명이 삼년군이었기 때문이라고도 한다. 백제 성왕을 공격한 신라의 관산성 전투부대가 이곳에 주둔했었다. 태종무열왕이 당나라 사신을 접견한 곳도, 고려 왕건이 패퇴해 물러간 곳도 이곳이다. 삼국통일의 유리한 거점이었던 성곽에는 당시의 치열했던 전투는 간곳없 돌에 낀 이끼에 평화가 느껴진다. 주차장에서 10여 분을 오르면 산성 탐방이 시작되는 서문에 닿는다. 웅장한 성벽이 양쪽으로 서 있는데, 거대한 문은 어디 가고 문을 달았던 자리만이 덩그러니 남아 있다. 조선시대 학자 김생의 글씨가 새겨진 암벽과 물이 사라진 연못이 평화로이 하늘을 올려다보고 있다. 성벽을 따라 발길을 옮기면 고즈넉한 성벽 너머 먼 산 능선들이 정답게 이어진다.",무료,https://flexible.img.hani.co.kr/flexible/normal/970/546/imgdb/original/2022/1209/20221209501200.jpg,유적지,,,
흥덕사지,충북 청주시,충청북도 청주시 흥덕구 직지대로 713,36.644532,127.4721457,043-201-2022,"흥덕사지는 청주 운천동에 있는 통일신라시대의 절터이다. 1985년 발굴조사 때 금당터와 서회랑터, 강당터, 부속건물들이 있던 건물터가 확인됐고 흥덕사라고 새겨진 쇠북조각이 나와 절의 이름이 흥덕사였음을 알 수 있었다. 발견된 기와와 기타 유물들로 보아 신라 문성왕 11년(849) 때에 이미 이 사찰이 있었으며 고려 후기까지 그 명맥을 유지했던 것으로 보인다. 기록에 따르면 흥덕사는 고려 우왕 3년(1377) 현존하는 세계에서 가장 오래된 금속활자본 <직지심체요절>을 찍은 곳이다.
발굴 후 사적으로 지정되어 정면 5칸, 측면 3칸 겹처마 팔작지붕의 금당(金堂)과 3층 석탑을 복원하고 인근에 청주 고인쇄 박물관이 건립해 인쇄와 관련된 문화의 변천과 발전과정을 살펴볼 수 있게 했다. 흥덕사의 역사와 우리나라 인쇄 문화를 같이 알아볼 수 있는 사찰터로 산책길이 조성되어 있어 차분하게 둘러보기 좋다.",무료,https://cdn.ibulgyo.com/news/photo/202007/206892_214788_3927.jpg,유적지,,,
청룡사지,충북 충주시,충청북도 충주시 소태면 청룡사지길 147,37.1321867,127.840176,043-850-5980,"청룡사지는 충주시 소태면 오량동에 있는 고려시대 절터로 창건 연대 및 창건자는 미상이다. 절터 내에 국보 제197호인 충주 청룡사지 보각국사탑, 보물 제656호인 충주 청룡사지 보각국사탑 앞 사자 석등, 충주 청룡사 위전비, 충주 청룡사지 보각국사탑비 등의 유물이 있으며 이를 통해 고려 후기에서 조선 전기까지 법등이 이어졌던 사찰의 터라는 사실을 알 수 있다. 이러한 유물들은 불교 미술을 이해하는데 있어 중요한 자료로 특히 충주 청룡사지 보각국사탑은 조선시대의 석조 부도 중 유일하게 국보로 지정될 만큼 미술사적 가치가 높은 문화재이다.",무료,https://ojsfile.ohmynews.com/down/images/1/mis71_323203_1[533401].jpg,유적지,,,
김시민장군 충민사,충북 괴산군,충청북도 괴산군 괴산읍 충민사길 46,36.8365283,127.8481004,043-830-3114,"김시민장군 충민사는 임진왜란 때 전공을 세운 충무공 김시민과 문숙공 김제갑의 위패를 봉안하고 제향하는 사당이다.
김시민(1554~1592)의 자는 면오, 본관은 안동으로 선조 11년(1578) 무과에 급제하고 선조 24년(1591) 진주판관이 되었다. 이듬해 임진왜란이 일어났을 때 진주목사로 사천, 고성, 진해에서 적을 격파하고 영남우도병마절도사에 올랐다. 그 후 진주성 싸움에서 3,800여 명의 군사와 백성으로 2만여 명의 일본군을 물리쳤다. 전투 후 숨어 있던 적군의 총탄에 맞아 세상을 떠났다. 김시민은 선조 37년(1604) 선무공신 2등에 추록되고 뒤에 영의정에 추증되었다.",무료,https://tong.visitkorea.or.kr/cms/resource/06/731206_image2_1.jpg,유적지,,,
단양금굴구석기유적지,충북 단양군,충청북도 단양군 단양읍 도담리,36.9962693,128.3578225,단양군 관광안내소 043-422-1146,"충청북도 단양군 단양읍 도담리(嶋潭里) 남한강가에 있는 석기시대 및 청동기시대 동굴유적지. 우리나라에서 가장 오래된 구석기 문화 유적으로 전기구석기부터 청동기시대에 이르는 거의 모든 시기의 유물층이 발견되어 각 문화층의 성격을 찾아볼 수 있다. 1980년 충주댐 건설로 인한 수몰지역에 실시된 문화유적 지표조사에서 구석기시대의 동굴유적임이 확인되었다. 이후 3차례에 걸친 발굴조사 결과 구석기시대부터 청동기시대까지 여러 시기에 걸쳐 문화가 형성되었음이 밝혀졌으며, 출토된 유물을 통해 구석기시대 문화가 중심을 이루고 있음을 알 수 있다.",무료,https://www.inews365.com/data/photos/20220518/art_16519850377213.jpg,유적지,,,
임충민공충렬사,충북 충주시,충청북도 충주시 충열1길 6 임충민공충렬사,36.9459883,127.9062028,043-850-7302,"충렬사는 조선 중기의 장수인 임경업 장군의 위패를 모신 사당으로 장군의 충절을 기리기 위해 세운 곳이다. 숙종 23년(1679)에 임충민공 충렬사가 건립되었고 영조 3년(1727)에는 충렬사란 사액 현판이 내려졌다.
임경업 장군은 인조 2년(1624) 이괄의 난 때 큰 공을 세웠다. 특히 병자호란 때 백마산성과 의주성을 다시 쌓아 국방을 강화하는 등 나라에 이바지한 바가 컸다. 명나라를 숭상하던 장군은 인조 30년(1642) 명나라가 청나라에게 위협을 받게 되자 명군과 협력해 청에 대항하고자 했으나 계획이 탄로나 청군에게 붙잡히고 말았다. 청나라는 장군에게 여러 제의를 하면서 포섭하려 했으나 끝까지 뜻을 굽히지 않았다. 그 후 1646년 국내의 [심기원의 모반 사건]에 억울하게 연관되어 감옥에서 혹독한 고문을 받고 피살되었다. 그러나 그가 죽은 후 숙종 23년(1697) 관작이 회복되었고, 숙종 32년(1706)에는 충민의 시호가 내려졌다.
현재 충렬사에는 장군의 유품을 전시한 정면 5칸, 측면 3칸의 기념관이 있으며, 사당 앞 왼쪽에는 장군 부인의 곧은 절개를 기리기 위해 세워진 [정부인 완산 이씨 정렬비]가 있다.",무료,https://tong.visitkorea.or.kr/cms/resource/86/489886_image2_1.jpg,유적지,,,
한봉수의병장유적지,충청북도 청원군,충청북도 청원군 내수읍 학평리 85-4,36.717707,127.5498275,,"충청북도 청주시 청원구 내수읍 학평리에는 한말의병장이자 3.1운동도 주도했던 항일지사 한봉수(韓鳳洙)의병장의 유적지가 있다. 그는 의병항쟁 당시 무적장군, 번개대장으로 이름을 떨치고 전의, 옥천, 평택, 여주, 횡성, 문경 등지에서 활약했는데 33번의 공격동안 1번 패한 전과를 거둔 명사수였다고 한다.



한봉수는 어려서부터 명포수로 이름을 날렸으며, 대한제국군 진위대 상등병으로 복무했다. 1907년 일제에 의해 고종황제가 강제퇴위 당하고 이어 대한제국군이 해산되자 한봉수는 그해 8월 김규환(金奎煥)의병장의 의병부대에 참여하여 항일투쟁에 나섰다. 그는 해산된 군인 100여 명으로 의병부대를 조직하여 ‘왜적구축대(倭賊驅逐隊)’라 하고 이들을 이끌고 충청도, 강원도 등지에서 많은 전공을 올렸다. 한봉수는 소규모의 부대를 이끌고 신출귀몰한 유격전을 펼치며 일본인 자산가와 친일파를 처단하고, 밀정과 변절자를 응징하였으며, 일본군과도 직접 교전하고, 우편행랑의 습격하는 등 다양하게 투쟁하였다.



1908년 5월 9일 한봉수는 김규환(金奎煥)·석성국(石聖國) 등과 함께 40여명의 의병을 이끌고 이동하다가 당시 청주 산외일면 초정동에서 일본군인 2명이 우편물을 호위하고 오는 것을 확인하였다. 의병들은 산기슭 좌우에 매복하고 있다가 공격하여 일본군 1명을 사살하였으며, 우편물과 현금 2천여 원의 군자금을 획득하였다. 현재 초정리 한봉수의병장 활동지에는 의병들이 매복 은신했던 곳에 한봉수바위가 있다.



그리고 1908년 6월 10일 한봉수는 김규환 및 부하 6~7명과 함께 청주군 북강외일면 오근으로부터 진천에 이르는 10여 리의 지점, 지금의 문백면 옥성리로 일본 헌병 2명이 통과한다는 것을 알았다. 그는 의병들과 인근의 보리밭에 매복해 있다가 공격하여 일본 헌병 상등병 시마자끼[島崎善治]를 사살하였다. 현재 이곳은 당시 죽은 말을 바위백이에 묻었다고 하여 바위백이 말무덤이라 전해지고 있다. 또 이곳에는 당시 조선총독부가 세운 시마자끼의 순직비와, 1977년 한봉수의 업적을 기리기 위해 지역유지들이 건립한 ‘의병장한봉수항일의거비’가 함께 서 있다.



한봉수는 일본군의 대토벌작전으로 식량·무기의 공급이 제대로 이루어지지 않아 1909년 문경전투에서 패한 뒤 의병부대를 해산하였다. 그뒤 상해(上海)로 망명하기 위해 서울에 숨어 있다가 일경에게 체포되어 1910년 6월 내란죄·강도살인죄로 교수형을 선고받았다. 그러나 한일병합으로 사면되어 석방되었다.



한봉수는 1919년 3.1운동 때에도 만세운동을 주도하여 옥고를 치른 바 있다. 청주 중앙공원에는 이러한 한봉수 의병장의 공적을 기리기 위해 1967년 설치한 ‘의병장한봉수송공비’가 세워져 있다.",무료,https://blogs.chosun.com/mujurymujury/wp-content/uploads/sites/91/2017/11/DSC0450-1024x678.jpg,유적지,,,
우암송시열유적,충북 괴산군,충청북도 괴산군 청천면 화양동길 188,36.6686158,127.8116898,043-830-3433,"청천 우암 송시열유적은 화양동계곡 안에 있는 화양서원터(華陽書院址)와 만동묘터(萬東廟址)를 중심으로 암서재, 읍궁암, 애각사적, 묘소와 신도비 등 송시열과 관련된 사적들로 구성되었다. 화양서원은 우암 송시열이 은거하였던 곳에 세워진 서원으로써 조선시대 학자들의 결집장소였으며, 만동묘는 임진왜란 때 조선에 원군을 보내준 중국 명나라 황제 신종, 의종의 위패를 모신 사당으로써 유지가 잘 남아있다. 암서재는 송시열이 만년에 화양동에 은거하면서 제자들을 가르치던 곳으로 알려져 있으며, 읍궁암은 효종(孝宗)의 승하로 북벌이 좌절되자 효종의 기일마다 이곳에 올라 통곡하였다고 전한다. 이 외에도 화양동에는 충효절의, 비례부동 등 많은 애각사적이 산재해 있어 송시열의 북벌애국사상과 민족자존정신이 깃든 유적의 성격과 조선성리학의 중심지로서 일제에 의하여 철저하게 파괴되고 왜곡된 사적의 모습을 잘 보여주고 있다.",무료,https://www.goesan.go.kr/DATA/tour/info/767/78DB939D-F84D-28C1-6AEF-D85C15885B01.jpg,유적지,,,
진천 삼용리 백제요지,충북 진천군,충청북도 진천군 덕산면 산수리 196-3,36.900833,127.479444,043-539-3114,"금강(錦江)의 지류(支流)인 미호천(美湖川)을 끼고 전개되어 있는 야산지대인 이곳 이월면(梨月面) 삼용리(三龍里)는 이웃 덕산면 산수리와 더불어 삼국시대(三國時代) 토기(土器) 성립과정을 알려 주는 가마터들이 널리 분포되어 있다.


 

이 진천 지역 토기 가마터들은 1987년에 중부고속도로(中部高速道路) 건설공사(建設工事)일환으로 시행된 문화유적조사(文化遺蹟調査)중 한남대학교 발굴단(發掘團)이 발견하여 연차적인 발굴조사를 통해 삼국시대 초기의 토기. 제작기술(製作技術)을 규명할 수 있는 많은 자료를 제공하였다.


 

일대에 흩어져 있는 가마터들은 한반도(韓半島)에서 기원전후(紀元前後)부터 사용되기 시작한 타날문토기(打捺文土器)를 굽던 가마터가 중심으로, 이 타날문토기가 삼국시대 토기의 모태(母胎)가 되었다. 1990년도에 발굴된 이곳 삼용리 요지군(窯址群)에서도 서기 2-3세기경의 타날물 토기 가마터 6기(基)가 조사되었다.


 

길이 2.4m에 불과한 소형부터 7.9m에 이르는 대형까지 크기는 다영하였으나 모두 바닥과 벽은 땅을 파 지하(地下)에 설치하고 천정(天井)은 지상에 나온 반지하식 등요(半地下式登窯)였다. 이 가마터들의 가장 큰 특징은 연소실(燃燒室)의 구조로, 아궁이의 바로 밑이 불을 때는 곳으로 되어 있다. 이와 같은 수직식 연소실(垂直式燃燒室)의 등요는 중국 전국시대(戰國時代) 토기요에서 유래된 것으로 우리나라 초기 삼국시대의 타날문토기, 중국의 전국시대 토기 제작기술에 받아들여 성립된 것임을 알려주고 있다.",무료,https://image.여기유.com/content_travel/2020021409054915816387494604.jpg,유적지,,,
충주 김생사지,충북 충주시,충청북도 충주시 금가면 김생로 325,37.0061477,127.9082286,043-850-5980,"충주 반송 마을에 있는 김생사지는 신라의 명필인 김생이 만년에 창건한 사찰 터이며, 현재는 길가 문화재 안내판이 보이는 곳에 터만 남아 있는 들판이다. 김생은 성덕왕 10년(711)에 가난한 가문에서 태어났지만 어려서부터 글씨에 능하였다. [신증동국여지승람]에 따르면 김생은 늦은 나이에 충주의 북진 언덕에서 고통을 통해 세속의 욕망을 떨쳐내는 수행을 하였으며 [삼국사기]에는 나이 80이 넘도록 붓을 놓지 않아 예서, 행서, 초서가 신묘한 경지라고 기록되어 있다.
절터는 강변의 북동에서 남서쪽으로 길게 이어져 있는데, 과거 이 일대를 와당밭이라 부를 정도로 기와가 많았다. 지표 조사와 발굴 조사를 통해 건물터와 축대 등의 옛날 토목건축의 구조와 양식을 알 수 있는 유구가 확인되었으며 [김생사]라고 쓰인 기와가 출토되어 문헌 기록이 사실로 확인되었다. 그런가 하면 삼국 시대부터 조선 후기의 유물이 출토되어 김생이 이 절에 머물기 전부터 절이 있었으며 김생이 죽고 난 후에도 오랫동안 절이 그 자리에 있었던 것으로 보인다. 김생 사지는 탑평리 사지와 더불어 충주 지역에서 강변에 있는 중요한 유적으로 평가된다. 기와집의 본체 용마루에서 [건륭을미(乾隆乙未-1775)] 망와 4점과 암기와가 발견되었다. 출토 유물로 보아 신라 시대에 창건되어 고려 시대에 크게 번창했던 것으로 추정된다.",무료,https://mblogthumb-phinf.pstatic.net/data44/2008/11/26/81/%B1%E8%BB%FD%BB%E7%C1%F6_003_copy_roaltlf.jpg?type=w420,유적지,,,
이의정유적,충북 영동군,충북 영동군 양산면 봉곡리 산380-1번지,36.131667,127.686944,043-740-3204,"임진왜란 때 진주성 싸움에서 순절한 이의정 장군의 유적지이다.

이의정(1555∼1593) 장군은 고려 후기 문인 이규보의 8대손으로 조선 선조 16년(1583)에 무과에 급제하였다. 임진왜란이 일어나자 의병을 모집하여 선조 26년(1593)에 진주성 싸움에 참여하였다가 성이 함락되자 김천일, 최경회 장군과 더불어 석강에 투신, 순국하였다. 묘소는 장군이 살던 뒷산 남향 기슭에 있으며, 장군은 진주 충열사에 위패를 모셨다.

정문은 이의정 장군의 충절을 기리기 위하여 세운 것이며, 신도비는 정조 20년(1796) 송환기가 지어 강택중이 새긴 것을 순조 원년(1801)에 세웠다. 정려각은 경종 2년(1722)에 내려졌다.",무료,https://www.cha.go.kr/unisearch/images/cultural_material/thumb/2022111414084400.jpg,유적지,,,
정송강사,충북 진천군,충청북도 진천군 문백면 송강로 523,36.7987471,127.4085048,진천군 문화관광과 043-539-3622,"정송강사는 송강 정철선생(1536∼1593)의 위패를 봉안한 사당으로 지방기념물이다. 선생의 묘소는 원래 경기도 고양군 원당면 신원리에 있던 것을 현종 6년(1665)에 우암 송시열이 지금의 묘소로 자리를 정하고 그의 후손 정양이 이장하여 사우를 창건하였으나 규모가 작아 1979년에 전면 신축 정화하였다. 사당은 목조 19평 맞배지붕이고 유물전시관은 시멘트 32평 팔작지붕으로 되어있다. 경내에는 송강 묘소와 신도비가 있으며 송강 선생의 은배, 옥배 그리고 연행 일기 65일 분과 친필 편지 등이 보관, 전시되어 있다. 정송강사 왼쪽에 있는 마른 억새풀이 우거진 오솔길을 오르다 보면 송강의 묘소가 나온다.",무료,https://www.jincheon.go.kr/upload/bbs/00000180/2016/1479887677879_0xL9l5EEvd5NT9FvW225.jpg,유적지,,,
난계사,충북 영동군,충북 영동군 심천면 국악로 13-34,36.2104344,127.702715,043-740-3223 ~ 5 (영동군 문화체육관광과),"조선 전기 문신이자 우리나라 3대 악성중 하나인 난계 박연(1378∼1458) 선생의 위패를 모신 사당이다. 난계 박연은 세종을 도와 음악을 정비하는데 많은 공을 세웠다. 악률에 정통하여 세종 7년(1425) 아악의 율조와 악기의 그림, 악보를 같이 실은 『악서』를 편찬하였고, 1427에는 편경 12매를 만들어 자작한 12율관을 따라 직접 연주하기도 하였다. 그는 피리의 일종인 적(笛)과 거문고, 비파의 연주에 뛰어났으며 조정의 조회 때 아악을 연주하도록 하는 등 국악의 기틀을 마련하였다. 1972년 다시 세운 이 건물은 앞면 3칸, 옆면 2칸 규모이며, 지붕은 옆면에서 볼 때 맞배지붕으로 꾸몄다. 근처에 난계 박연이 인생의 말년을 보낸 생가와 그의 업적을 기리기 위한 난계국악박물관이 있다.",무료,https://image.mycelebs.com/travel/new/ho/392575_ho_1499092901.jpg,유적지,,,
신항서원,충북 청주시,충청북도 청주시 상당구 이정골로 115-8,36.6361022,127.5260536,043-201-0916,"예부터 충청도, 경상도, 전라도를 삼남이라고 했는데 삼남에서 으뜸이 되는 서원이 바로 청주 신항 서원이다. 충청북도 청주시 상당구에 위치해 있고 4인의 선현을 추모하기 위해 창건한 서원이며 조선 시대의 교육기관이다. 선조 3년(1570)에 지방 유림에 의해 경연, 박훈, 김정, 송인수의 학문과 덕행을 추모하기 위해 창건 후 위패를 모셨으며, 그 뒤에 한충, 송상현, 이색, 이이, 이득윤의 위패를 추가하여 모셨다. 임진왜란 때 훼손되었으나 복원하였다. 선현 배향과 지방 교육의 일익을 담당하여 오던 중 흥선대원군의 서원철폐령으로 고종 8년(1871))에 철폐되었다. 광복 후 지방 유림들의 요청으로 당시 충청북도 지사 정낙훈과 청원 군수 서정국이 출자하여 복원하였으나 시설이 미약하고 퇴락하여, 1985년 유용기 비롯한 유림의 협력으로 다시 중건하였다.
경내의 건물로는 4칸의 사우, 중앙의 신문과 양옆 협문으로 된 내삼문, 6칸의 재실 겸 강당, 5칸의 수호사, 묘정비각, 외삼문, 정문 등이 있다. 매년 3월 초정과 9월 초정에 향사를 지내고 있으 1977년 충청북도 시도유형문화재로 지정되었다. 보관 중인 유물로는 서원향약, 배향된 아홉 선현의 약력 등이 있다.",무료,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=28d0d64b-32d7-485f-a240-bd15079dcc71,유적지,,,
괴산김항묵고택,충북 괴산군,충청북도 괴산군 칠성면 칠성로4길 20,36.7816481,127.85932,043-830-3432,"괴산 김항묵 고택은 1900년 전후에 지어졌다고(안채는 19세기 초) 추정되는 건물로 공간구성의 아름다움, 외벽 장식의 화려함, 건축 당시의 모든 구조물의 보존 등 전통적 상류주택의 정수를 보여준다. 괴산군 칠성면에 있어서 칠성고택으로도 불린다.
안채는 30여 평 규모의 ㄷ자형 평면으로 남도식 배치 방법을 띠고 있다. 대청을 중심으로 왼쪽에 안방, 부엌(찬방 포함)을 두었으며 오른쪽에 건넌방을 놓았다. 안방과 건넌방 앞에 툇마루를 만들었는데 건넌방 앞까지 설치해 통로로 이용한 점이 특이하며, 한쪽 옆면 전체를 부엌으로 크게 만든 점 역시 주목할 만하다.",무료,https://tong.visitkorea.or.kr/cms/resource/38/2517538_image2_1.jpg,유적지,,,
궁남지,충남 부여군,충청남도 부여군 부여읍 궁남로 52,36.2696047,126.912228,충남종합관광안내소 041-830-2880,"궁남지는 신라 선화공주와 결혼한 무왕의 서동요 전설이 깃든 곳이다. 『삼국사기』에 “백제 무왕 35년(634) 궁의 남쪽에 못을 파 20여 리 밖에서 물을 끌어다가 채우고, 주위에 버드나무를 심었으며, 못 가운데는 섬을 만들었는데 방장선산(方丈仙山)을 상징한 것”이라는 기록이 있다. 이로 보아 이 연못은 백제 무왕 때 만든 궁의 정원이었음을 알 수 있다. 연못의 동쪽 언덕에서 백제 때의 기단석과 초석, 기와조각, 그릇조각 등이 출토되어 근처에 이궁(離宮)이 있었을 것으로 짐작된다. 못 가운데 섬을 만들어 신선사상을 표현한 궁남지는 우리나라 최고(最古)의 인공정원으로 백제의 노자공은 일본에 건너가 백제의 정원 조경기술을 전해주었다고 한다. 백제가 삼국 중에서도 정원을 꾸미는 기술이 뛰어났음을 알 수 있다. 사계절이 아름다운 관광지이다. 7월에는 천만 송이 연꽃들의 아름다운 향연인 서동연꽃축제가 열리고, 10~11월에는 다양한 작품으로 꾸며진 굿뜨래 국화전시회가 열려 궁남지의 아름다움을 더해준다.",무료,https://www.buyeo.go.kr/images/tour/info/info010103_gallery06.jpg,유적지,,,
백제문화단지,충남 부여군,충청남도 부여군 규암면 백제문로 455,36.3069007,126.9054892,백제문화단지 041-408-7290,"충청남도 부여군에 위치한 백제문화단지는 찬란한 문화의 꽃을 피우던 백제역사문화의 우수성을 세계에 알리고자 건립한 한국 최대 규모의 역사테마파크이다.
넓은 부지 위에 웅장한 백제문화의 흔적이 남았다. 백제의 왕궁인 사비궁은 삼국시대 왕궁의 모습을 최초로 재현했다. 백제의 왕실 사찰 능사는 부여읍 능산리 유적을 실물 크기로 복원했다. 중문인 대통문을 지나 마주하는 능사 오층석탑은 단지에서 가장 두드러지는 건축물이다. 위례성은 한성백제 시기의 성으로 사비궁과는 다른 시대 백제의 모습을 살펴볼 수 있다. 제형루에 올라서면 단지 전체가 한눈에 들어온다."," [백제문화단지+백제역사문화관 관람료]
어른 - 개인 6,000원 / 단체 4,500원
청소년, 군경 - 개인 4,500원 / 단체 3,000원
어린이 - 개인 3,000원 / 단체 1,500원

[백제역사문화관 관람료]
어른 - 개인 2,000원 / 단체 1,500원
청소년, 군경 - 개인 1,500원 / 단체 1,200원
어린이 - 개인 1,000원 / 단체 800원",https://www.bhm.or.kr/upload/gboard/kr_photo/1_8.jpg,유적지,,,
공주무령왕릉과왕릉원,충남 공주시,충청남도 공주시 왕릉로 37-2,36.4634328,127.1144714," 공주시 관광안내소 041-856-3151
공주시 문화재과 041-840-8384","사적 제13호인 공주 무령왕릉과 왕릉원은 백제 웅진시기(475~538년) 왕들의 무덤이 모여있는 곳이다. 무령왕릉을 포함한 이 일대의 고분들은 모두 7기가 전해지는데, 금강의 남쪽 구릉 경사면에 위치하고 있다. 계곡을 사이에 두고 서쪽에는 무령왕릉과 5호분과 6호분이 있고, 동북쪽에는 1∼4호분이 있다. 1∼6호분은 일제 강점기에 조사되어 고분의 구조와 형식이 밝혀졌고, 무령왕릉은 1971년 5호분과 6호분의 보수공사 때 발견되었다. 1~5호분은 백제의 대표적 무덤 양식인 돌로 만든 굴식돌방무덤이고, 6호분과 무령왕릉은 당시 중국에서 널리 유행하던 무덤 양식인 벽돌무덤이다. 벽돌무덤은 백제에서 이전에 찾아볼 수 없던 새로운 양식의 무덤으로, 이는 백제가 중국 남조 양나라와 활발히 교류를 했다는 증거이다. 특히 무령왕릉에서는 중국의 영향을 받은 석수와 도자기를 비롯하여 일본산 금송으로 만든 목관, 태국 및 인도와의 교류를 의미하는 장신구 등이 발견되어 백제의 수준 높은 국제적 문화교류 역량을 엿볼 수 있다.

무령왕릉은 백제 제25대 무령왕과 왕비의 무덤으로, 삼국시대 고분 중 무덤의 주인을 알 수 있는 유일한 왕릉이다. 1971년 5호분과 6호분의 배수시설 공사 중 우연히 발견되어 1,500여년 만에 모습을 드러냈다. 당시 외부의 손길이 전혀 미치지 않은 완전한 상태로 발견되어 무덤내부에 유물이 풍부하게 남겨져 있었다. 유물은 모두 4,600여점에 달하며, 국보로 지정된 건만 12건에 이른다. 무덤의 주인이 무령왕임을 알 수 있는 지석을 비롯하여 금제관식, 귀걸이, 목걸이, 팔찌, 고리장식 칼, 청동거울, 석수, 도자기, 오수전, 유리구슬, 다리미 등 다양한 유물이 출토되었다.
무덤은 중국 양나라 지배층 무덤양식의 영향을 받아 벽돌을 정교하게 쌓아 올려 만들었다. 연꽃무늬 벽돌을 주로 사용하였으며, 뉘어쌓기와 세워 쌓기를 반복했다. 무덤의 입구에서 방까지 길게 길을 만들고 그 끝에 위치한 방에 무령왕과 왕비의 관이 놓여있다. 무덤방의 평면은 남북으로 긴 사각형이며, 천장은 터널형, 널길은 무덤방의 남벽 가운데 위치하고 있다. 입구 부분을 제외한 3벽면에는 등잔을 두기 위하여 북벽에 1개, 동·서벽 에 2개씩 모두 5개의 벽감(壁龕. 벽면을 움푹 파서 만든 공간)을 두었다. 그 아래에는 벽돌 9개를 길게 배열하여 가창(假窓)을 만들었다."," [개인]
- 어른 3,000원
- 청소년 2,000원
- 어린이 1,000원
[단체(20인 이상)]
- 어른 2,500원
- 청소년 1,500원
- 어린이 500원
※ 무료 : 만 65세 이상, 장애인, 미취학아동
※ 매달 마지막 수요일(문화가 있는 날)은 무료 입장",https://www.gongju.go.kr/thumbnail/tursmCn/920_TUCN_202004270541140631.jpg,유적지,,,
정림사지,충남 부여군,충청남도?부여군?부여읍?동남리 254번지,36.279444,126.913333,충남종합관광안내소 041-830-2880,"백제가 부여로 도읍을 옮긴 시기(538-660)의 중심 사찰이 있던 자리다. 발굴조사 때 강당터에서 나온 기와에서 ‘태평 8년 무진 정림사 대장당초(太平八年 戊辰 定林寺 大藏唐草)’라는 글이 발견되어, 고려 현종 19년(1028) 당시 정림사로 불렀음을 알 수 있다. 즉 고려시대에 백제사찰의 강당위에 다시 건물을 짓고 대장전이라 했던 것으로 보인다.

정림사의 주요 건물 배치는 중문, 오층석탑, 금당, 강당에 이르는 중심축선이 남북으로 일직선상에 놓이고, 건물을 복도로 감싸고 있는 배치를 하고 있다. 그러나 특이하게 가람 중심부를 둘러싼 복도의 형태가 정사각형이 아닌, 북쪽의 간격이 넓은 사다리꼴 평면으로 되어있다.

발굴조사에서 드러난 중문 앞의 연못이 정비되어 있고, 석불좌상을 보호하기 위한 건물은 1993년에 지어졌다. 백제 때에 세워진 5층석탑(국보 제9호)과 고려시대에 만들어진 석불좌상(보물 제108호)이 남아 있다. 출토유물로는 백제와 고려시대의 장식기와를 비롯하여 백제 벼루, 토기와 흙으로 빚은 불상들이 있다.",무료,https://www.buyeo.go.kr/images/heritage/sub2/sub2_img5_1.jpg,유적지,,,
서산 해미읍성,충남 서산시,충청남도 서산시 해미면 남문2로 143,36.7125761,126.5486189,041-661-8005,"조선 시대의 대표적인 읍성이다. 읍성이란 읍을 둘러싸고 세운 평지성으로 해미읍성 외에 고창읍성, 낙안읍성 등이 유명하다. 해미읍성은 조선 성종 22년, 1491년에 완성한 석성이다. 둘레는 약 1.8km, 높이 5m, 총면적 196,381m²(6만여 평)의 거대한 성으로 동, 남, 서의 세 문루가 있다. 최근 복원 및 정화사업을 벌여 옛 모습을 되찾아 사적공원으로 조성되었으며, 조선말 천주교도들의 순교 성지로도 유명하다. 천주교 박해 당시 관아가 있던 해미읍성으로 충청도 각 지역에서 수많은 신자가 잡혀와 고문받고 죽음을 당했으며, 특히 1866년 박해 때에는 1천여 명이 이곳에서 처형됐다고 한다.

성내 광장에는 대원군 집정 당시 체포된 천주교도들이 갇혀 있던 감옥터와 나뭇가지에 매달려 모진 고문을 당했던 노거수 회화나무가 서 있다. 바로 성문 밖 도로변에는 회화나무에 매달려 고문을 받으면서도 굴하지 않은 신도들을 돌 위에 태질해 살해했던 자리개돌이 있어 천주교도들의 순례지가 되고 있다. 성벽 주위에는 탱자나무를 심어 적병을 막는데 이용하였다고 하나, 지금은 거의 찾아볼 수가 없다.

* 호야나무(회화나무)
감옥 입구에 서 있는 300년 된 나무로, 이 나무의 가지에 신자들이 머리채를 묶어 매달아 고문하였었고, 그 흔적으로 철사 줄이 박혀있다.",무료,https://ojsfile.ohmynews.com/STD_IMG_FILE/2022/0210/IE002936369_STD.jpg,유적지,,,
